"","Player.ID","Last.Name","First.Name","Bats","Pitches","Team","V7"
"77","snidd101","Snider","Duke","L","R","BRO","OF"
"78","vancc101","Van Cuyk","Chris","L","L","BRO","P"
"79","addib101","Addis","Bob","L","R","BSN","OF"
"80","antoj103","Antonelli","Johnny","L","L","BSN","P"
"81","bickv101","Bickford","Vern","R","R","BSN","P"
"82","burrp101","Burris","Paul","R","R","BSN","C"
"83","chipb101","Chipman","Bob","L","L","BSN","P"
"84","coled103","Cole","Dave","R","R","BSN","P"
"85","coopw102","Cooper","Walker","R","R","BSN","C"
"86","crand102","Crandall","Del","R","R","BSN","C"
"87","donod101","Donovan","Dick","L","R","BSN","P"
"88","ellib103","Elliott","Bob","R","R","BSN","3B"
"89","gords101","Gordon","Sid","R","R","BSN","OF"
"90","haefm101","Haefner","Mickey","L","L","BSN","P"
"91","hallb103","Hall","Bob","R","R","BSN","P"
"92","hartr101","Hartsfield","Roy","R","R","BSN","2B"
"93","hogub101","Hogue","Bobby","R","R","BSN","P"
"94","holmt101","Holmes","Tommy","L","L","BSN","OF"
"95","jeths101","Jethroe","Sam","B","R","BSN","OF"
"96","johne101","Johnson","Ernie","R","R","BSN","P"
"97","kerrb101","Kerr","Buddy","R","R","BSN","SS"
"98","lindw101","Linden","Walt","R","R","BSN","C"
"99","manvd101","Manville","Dick","R","R","BSN","P"
"100","marsw101","Marshall","Willard","L","R","BSN","OF"
"101","maucg101","Mauch","Gene","R","R","BSN","2B"
"102","olmol101","Olmo","Luis","R","R","BSN","OF"
"103","reisp101","Reiser","Pete","L","R","BSN","OF"
"104","roy-n101","Roy","Normie","R","R","BSN","P"
"105","ryanc102","Ryan","Connie","R","R","BSN","2B"
"106","sainj101","Sain","Johnny","R","R","BSN","P"
"107","sists101","Sisti","Sibby","R","R","BSN","SS"
"108","spahw101","Spahn","Warren","L","L","BSN","P"
"109","surkm101","Surkont","Max","R","R","BSN","P"
"110","torge101","Torgeson","Earl","L","L","BSN","1B"
"111","verbe101","Verban","Emil","R","R","BSN","2B"
"112","wallm101","Wall","Murray","R","R","BSN","P"
"113","waltb102","Walters","Bucky","R","R","BSN","P"
"114","adamh101","Adams","Herb","L","L","CHA","OF"
"115","aloml101","Aloma","Luis","R","R","CHA","P"
"116","appll101","Appling","Luke","R","R","CHA","SS"
"117","bakef103","Baker","Floyd","L","R","CHA","3B"
"118","brunj101","Bruner","Jack","L","L","CHA","P"
"119","busbj101","Busby","Jim","R","R","CHA","OF"
"120","cainb101","Cain","Bob","L","L","CHA","P"
"121","carrc105","Carrasquel","Chico","R","R","CHA","SS"
"122","connb103","Connelly","Bill","L","R","CHA","P"
"123","cuelc101","Cuellar","Charlie","R","R","CHA","P"
"124","erauj101","Erautt","Joe","R","R","CHA","C"
"125","fox-n101","Fox","Nellie","L","R","CHA","2B"
"126","goldg101","Goldsberry","Gordon","L","L","CHA","1B"
"127","gumpr101","Gumpert","Randy","R","R","CHA","P"
"128","haefm101","Haefner","Mickey","L","L","CHA","P"
"129","holck101","Holcombe","Ken","R","R","CHA","P"
"130","judsh101","Judson","Howie","R","R","CHA","P"
"131","kerig101","Keriazakos","Gus","R","R","CHA","P"
"132","kirrj101","Kirrene","Joe","R","R","CHA","3B"
"133","kozaa101","Kozar","Al","R","R","CHA","2B"
"134","kresc101","Kress","Chuck","L","L","CHA","1B"
"135","kretl101","Kretlow","Lou","R","R","CHA","P"
"136","kuzab101","Kuzava","Bob","B","L","CHA","P"
"137","majeh101","Majeski","Hank","R","R","CHA","3B"
"138","maloe101","Malone","Eddie","R","R","CHA","C"
"139","masip101","Masi","Phil","R","R","CHA","C"
"140","mccom101","McCormick","Mike","R","R","CHA","OF"
"141","mcghe101","McGhee","Ed","R","R","CHA","OF"
"142","michc101","Michaels","Cass","R","R","CHA","2B"
"143","niarg101","Niarhos","Gus","R","R","CHA","C"
"144","ostrj102","Ostrowski","Johnny","R","R","CHA","OF"
"145","perkj101","Perkovich","John","R","R","CHA","P"
"146","phild102","Philley","Dave","B","R","CHA","OF"
"147","pierb101","Pierce","Billy","L","L","CHA","P"
"148","rickm101","Rickert","Marv","L","R","CHA","OF"
"149","robie101","Robinson","Eddie","L","R","CHA","1B"
"150","rotbm101","Rotblatt","Marv","B","L","CHA","P"
"151","salkb101","Salkeld","Bill","L","R","CHA","C"
"152","scalj102","Scala","Jerry","L","R","CHA","OF"
"153","scarr102","Scarborough","Ray","R","R","CHA","P"
"154","wighb101","Wight","Bill","L","L","CHA","P"
"155","wilsb103","Wilson","Bill","R","R","CHA","OF"
"156","zerng101","Zernial","Gus","R","R","CHA","OF"
"157","borkb101","Borkowski","Bob","R","R","CHN","OF"
"158","cavap101","Cavarretta","Phil","L","L","CHN","1B"
"159","chith101","Chiti","Harry","R","R","CHN","C"
"160","dubim101","Dubiel","Monk","R","R","CHN","P"
"161","edwah101","Edwards","Hank","L","L","CHN","OF"
"162","hackw102","Hacker","Warren","R","R","CHN","P"
"163","hillf101","Hiller","Frank","R","R","CHN","P"
"164","jackr102","Jackson","Randy","R","R","CHN","3B"
"165","jeffh101","Jeffcoat","Hal","R","R","CHN","OF"
"166","klipj101","Klippstein","Johnny","R","R","CHN","P"
"167","laded101","Lade","Doyle","R","R","CHN","P"
"168","leond103","Leonard","Dutch","R","R","CHN","P"
"169","maurc101","Mauro","Carmen","L","R","CHN","OF"
"170","minnp101","Minner","Paul","L","L","CHN","P"
"171","nortr101","Northey","Ron","L","R","CHN","OF"
"172","owenm101","Owen","Mickey","R","R","CHN","C"
"173","pafka101","Pafko","Andy","R","R","CHN","OF"
"174","ramab101","Ramazzotti","Bob","R","R","CHN","2B"
"175","rushb101","Rush","Bob","R","R","CHN","P"
"176","saueh101","Sauer","Hank","R","R","CHN","OF"
"177","sawac101","Sawatski","Carl","L","R","CHN","C"
"178","scheb101","Scheffing","Bob","R","R","CHN","C"
"179","schmj101","Schmitz","Johnny","R","L","CHN","P"
"180","sereb101","Serena","Bill","R","R","CHN","3B"
"181","smalr101","Smalley","Roy","R","R","CHN","SS"
"182","terww101","Terwilliger","Wayne","R","R","CHN","2B"
"183","vandj101","Vander Meer","Johnny","B","L","CHN","P"
"184","varga101","Varga","Andy","R","L","CHN","P"
"185","verbe101","Verban","Emil","R","R","CHN","2B"
"186","voisb101","Voiselle","Bill","R","R","CHN","P"
"187","walkr101","Walker","Rube","L","R","CHN","C"
"188","wardp101","Ward","Preston","L","R","CHN","1B"
"189","adamb103","Adams","Bobby","R","R","CIN","2B"
"190","adcoj101","Adcock","Joe","R","R","CIN","OF"
"191","avrej101","Avrea","Jay","R","R","CIN","P"
"192","blace102","Blackwell","Ewell","R","R","CIN","P"
"193","blooj101","Bloodworth","Jimmy","R","R","CIN","2B"
"194","bolgj101","Bolger","Jim","R","R","CIN","OF"
"195","byerb103","Byerly","Bud","R","R","CIN","P"
"196","coopw102","Cooper","Walker","R","R","CIN","C"
"197","eraue101","Erautt","Eddie","R","R","CIN","P"
"198","fox-h101","Fox","Howie","R","R","CIN","P"
"199","hattg101","Hatton","Grady","L","R","CIN","3B"
"200","hetkj101","Hetki","Johnny","R","R","CIN","P"
"201","howed102","Howell","Dixie","R","R","CIN","C"
"202","klust101","Kluszewski","Ted","L","L","CIN","1B"
"203","landh101","Landrith","Hobie","L","R","CIN","C"
"204","litwd101","Litwhiler","Danny","R","R","CIN","OF"
"205","lowrp101","Lowrey","Peanuts","R","R","CIN","OF"
"206","meeks101","Meeks","Sammy","R","R","CIN","SS"
"207","merrl102","Merriman","Lloyd","L","L","CIN","OF"
"208","nortr101","Northey","Ron","L","R","CIN","OF"
"209","perkh101","Perkowski","Harry","L","L","CIN","P"
"210","petek101","Peterson","Kent","R","L","CIN","P"
"211","pramj101","Pramesa","Johnny","R","R","CIN","C"
"212","rackm101","Rackley","Marv","L","L","CIN","PR"
"213","raffk101","Raffensberger","Ken","R","L","CIN","P"
"214","ramsw101","Ramsdell","Willie","R","R","CIN","P"
"215","ryanc102","Ryan","Connie","R","R","CIN","2B"
"216","scheb101","Scheffing","Bob","R","R","CIN","C"
"217","smitf104","Smith","Frank","R","R","CIN","P"
"218","stalv101","Stallcup","Virgil","R","R","CIN","SS"
"219","tappt101","Tappe","Ted","L","R","CIN","PH"
"220","usheb101","Usher","Bob","R","R","CIN","OF"
"221","wehmh101","Wehmeier","Herm","R","R","CIN","P"
"222","wyroj101","Wyrostek","Johnny","L","R","CIN","OF"
"223","abera101","Aber","Al","L","L","CLE","P"
"224","avilb101","Avila","Bobby","R","R","CLE","2B"
"225","bearg102","Bearden","Gene","L","L","CLE","P"
"226","benta101","Benton","Al","R","R","CLE","P"
"227","beraj101","Berardino","Johnny","R","R","CLE","2B"
"228","boonr101","Boone","Ray","R","R","CLE","SS"
"229","boudl101","Boudreau","Lou","R","R","CLE","SS"
"230","clara102","Clark","Allie","R","R","CLE","OF"
"231","conyh101","Conyers","Herb","L","R","CLE","1B"
"232","dobyl101","Doby","Larry","L","R","CLE","OF"
"233","eastl101","Easter","Luke","L","R","CLE","1B"
"234","fellb101","Feller","Bob","R","R","CLE","P"
"235","florj101","Flores","Jesse","R","R","CLE","P"
"236","garcm101","Garcia","Mike","R","R","CLE","P"
"237","gordj101","Gordon","Joe","R","R","CLE","2B"
"238","groms101","Gromek","Steve","B","R","CLE","P"
"239","hegaj101","Hegan","Jim","R","R","CLE","C"
"240","kennb104","Kennedy","Bob","R","R","CLE","OF"
"241","lemob101","Lemon","Bob","L","R","CLE","P"
"242","lemoj101","Lemon","Jim","R","R","CLE","OF"
"243","mitcd101","Mitchell","Dale","L","L","CLE","OF"
"244","murrr102","Murray","Ray","R","R","CLE","C"
"245","pierm101","Pieretti","Marino","R","R","CLE","P"
"246","rosea101","Rosen","Al","R","R","CLE","3B"
"247","rozed101","Rozek","Dick","L","L","CLE","P"
"248","tuckt102","Tucker","Thurman","L","R","CLE","OF"
"249","vernm101","Vernon","Mickey","L","L","CLE","1B"
"250","weikd101","Weik","Dick","R","R","CLE","P"
"251","wynne101","Wynn","Early","B","R","CLE","P"
"252","zolds101","Zoldak","Sam","L","L","CLE","P"
"253","berrn101","Berry","Neil","R","R","DET","SS"
"254","boroh101","Borowy","Hank","R","R","DET","P"
"255","calvp101","Calvert","Paul","R","R","DET","P"
"256","campp101","Campbell","Paul","L","L","DET","PR"
"257","connb103","Connelly","Bill","L","R","DET","P"
"258","everh101","Evers","Hoot","R","R","DET","OF"
"259","ginsj101","Ginsberg","Joe","L","R","DET","C"
"260","grayt101","Gray","Ted","B","L","DET","P"
"261","grotj102","Groth","Johnny","R","R","DET","OF"
"262","herbr101","Herbert","Ray","R","R","DET","P"
"263","housf103","House","Frank","L","R","DET","C"
"264","houta101","Houtteman","Art","R","R","DET","P"
"265","hutcf101","Hutchinson","Fred","L","R","DET","P"
"266","kellc101","Keller","Charlie","L","R","DET","OF"
"267","kellg102","Kell","George","R","R","DET","3B"
"268","kolld101","Kolloway","Don","R","R","DET","1B"
"269","kryhd101","Kryhoski","Dick","L","L","DET","1B"
"270","lakee101","Lake","Eddie","R","R","DET","3B"
"271","lipoj101","Lipon","Johnny","R","R","DET","SS"
"272","mullp101","Mullin","Pat","L","R","DET","OF"
"273","newhh101","Newhouser","Hal","L","L","DET","P"
"274","pridj101","Priddy","Jerry","R","R","DET","2B"
"275","robia101","Robinson","Aaron","L","R","DET","C"
"276","rogos101","Rogovin","Saul","R","R","DET","P"
"277","stuam101","Stuart","Marlin","L","R","DET","P"
"278","swifb102","Swift","Bob","R","R","DET","C"
"279","troud101","Trout","Dizzy","R","R","DET","P"
"280","trucv101","Trucks","Virgil","R","R","DET","P"
"281","wertv101","Wertz","Vic","L","R","DET","OF"
"282","whith101","White","Hal","R","R","DET","P"
"283","blaym101","Blaylock","Marv","L","L","NY1","PH"
"284","calds101","Calderone","Sam","R","R","NY1","C"
"285","darka101","Dark","Al","R","R","NY1","SS"
"286","gilbt101","Gilbert","Tookie","L","R","NY1","1B"
"287","hansa101","Hansen","Andy","R","R","NY1","P"
"288","harsj101","Harshman","Jack","L","L","NY1","1B"
"289","hartc102","Hartung","Clint","R","R","NY1","P"
"290","hearj102","Hearn","Jim","R","R","NY1","P"
"291","higbk101","Higbe","Kirby","R","R","NY1","P"
"292","irvim101","Irvin","Monte","R","R","NY1","1B"
"293","jansl101","Jansen","Larry","R","R","NY1","P"
"294","jones103","Jones","Sheldon","R","R","NY1","P"
"295","jorgs101","Jorgensen","Spider","L","R","NY1","3B"
"296","kennm101","Kennedy","Monty","R","L","NY1","P"
"297","kosld101","Koslo","Dave","L","L","NY1","P"
"298","kramj101","Kramer","Jack","R","R","NY1","P"
"299","lockw101","Lockman","Whitey","L","R","NY1","OF"
"300","lohrj101","Lohrke","Jack","R","R","NY1","3B"
"301","magls101","Maglie","Sal","R","R","NY1","P"
"302","maguj101","Maguire","Jack","R","R","NY1","OF"
"303","mccom101","McCormick","Mike","R","R","NY1","PH"
"304","milnp101","Milne","Pete","L","R","NY1","PH"
"305","mueld101","Mueller","Don","L","R","NY1","OF"
"306","muelr101","Mueller","Ray","R","R","NY1","C"
"307","reyen101","Reyes","Nap","R","R","NY1","1B"
"308","rignb101","Rigney","Bill","R","R","NY1","2B"
"309","rufer101","Rufer","Rudy","R","R","NY1","SS"
"310","speng102","Spencer","George","R","R","NY1","P"
"311","stane101","Stanky","Eddie","R","R","NY1","2B"
"312","thomb105","Thomson","Bobby","R","R","NY1","OF"
"313","thomh103","Thompson","Hank","L","R","NY1","3B"
"314","weatr101","Weatherly","Roy","L","R","NY1","OF"
"315","westw101","Westrum","Wes","R","R","NY1","C"
"316","yvars101","Yvars","Sal","R","R","NY1","C"
"317","baueh101","Bauer","Hank","R","R","NYA","OF"
"318","berry101","Berra","Yogi","L","R","NYA","C"
"319","browb105","Brown","Bobby","L","R","NYA","3B"
"320","burdl101","Burdette","Lew","R","R","NYA","P"
"321","byrnt101","Byrne","Tommy","L","L","NYA","P"
"322","colej106","Coleman","Jerry","R","R","NYA","2B"
"323","collj101","Collins","Joe","L","L","NYA","1B"
"324","delsj101","Delsing","Jim","L","R","NYA","PH"
"325","dimaj101","DiMaggio","Joe","R","R","NYA","OF"
"326","ferrt101","Ferrick","Tom","R","R","NYA","P"
"327","fordw101","Ford","Whitey","L","L","NYA","P"
"328","henrt101","Henrich","Tommy","L","L","NYA","1B"
"329","hoppj102","Hopp","Johnny","L","L","NYA","1B"
"330","houkr101","Houk","Ralph","R","R","NYA","C"
"331","jensj101","Jensen","Jackie","R","R","NYA","OF"
"332","johnb108","Johnson","Billy","R","R","NYA","3B"
"333","johnd102","Johnson","Don","R","R","NYA","P"
"334","lindj101","Lindell","Johnny","R","R","NYA","OF"
"335","lopae101","Lopat","Eddie","L","L","NYA","P"
"336","madid101","Madison","Dave","R","R","NYA","P"
"337","mapec101","Mapes","Cliff","L","R","NYA","OF"
"338","martb105","Martin","Billy","R","R","NYA","2B"
"339","mizej101","Mize","Johnny","L","R","NYA","1B"
"340","nevee102","Nevel","Ernie","R","R","NYA","P"
"341","niarg101","Niarhos","Gus","R","R","NYA","PR"
"342","ostrj101","Ostrowski","Joe","L","L","NYA","P"
"343","pagej101","Page","Joe","L","L","NYA","P"
"344","pilld101","Pillette","Duane","R","R","NYA","P"
"345","portb102","Porterfield","Bob","R","R","NYA","P"
"346","rascv101","Raschi","Vic","R","R","NYA","P"
"347","reyna102","Reynolds","Allie","R","R","NYA","P"
"348","rizzp101","Rizzuto","Phil","R","R","NYA","SS"
"349","sanff101","Sanford","Fred","B","R","NYA","P"
"350","silvc101","Silvera","Charlie","R","R","NYA","C"
"351","stirs101","Stirnweiss","Snuffy","R","R","NYA","2B"
"352","waked101","Wakefield","Dick","L","R","NYA","PH"
"353","woodg101","Woodling","Gene","L","R","NYA","OF"
"354","workh101","Workman","Hank","L","R","NYA","1B"
"355","astrj101","Astroth","Joe","R","R","PHA","C"
"356","brisl101","Brissie","Lou","L","L","PHA","P"
"357","burtm101","Burtschy","Moe","R","R","PHA","P"
"358","byrdh101","Byrd","Harry","R","R","PHA","P"
"359","chaps101","Chapman","Sam","R","R","PHA","OF"
"360","colej101","Coleman","Joe","R","R","PHA","P"
"361","dillb102","Dillinger","Bob","R","R","PHA","3B"
"362","fainf101","Fain","Ferris","L","L","PHA","1B"
"363","fowld101","Fowler","Dick","R","R","PHA","P"
"364","guerm102","Guerra","Mike","R","R","PHA","C"
"365","guinb101","Guintini","Ben","R","R","PHA","OF"
"366","hitcb101","Hitchcock","Billy","R","R","PHA","2B"
"367","hoopb101","Hooper","Bob","R","R","PHA","P"
"368","joose101","Joost","Eddie","R","R","PHA","SS"
"369","kella103","Kellner","Alex","R","L","PHA","P"
"370","kliee101","Klieman","Ed","R","R","PHA","P"
"371","kucaj101","Kucab","Johnny","R","R","PHA","P"
"372","lehnp101","Lehner","Paul","L","L","PHA","OF"
"373","markg101","Markland","Gene","R","R","PHA","2B"
"374","mccob101","McCosky","Barney","L","R","PHA","OF"
"375","mccrl101","McCrabb","Les","R","R","PHA","P"
"376","mosew101","Moses","Wally","L","L","PHA","OF"
"377","murrj102","Murray","Joe","L","L","PHA","P"
"378","ortir101","Ortiz","Roberto","R","R","PHA","OF"
"379","rinkb101","Rinker","Bob","R","R","PHA","C"
"380","schec101","Scheib","Carl","R","R","PHA","P"
"381","shanb102","Shantz","Bobby","R","L","PHA","P"
"382","sudep101","Suder","Pete","R","R","PHA","2B"
"383","tiptj101","Tipton","Joe","R","R","PHA","C"
"384","valoe101","Valo","Elmer","L","R","PHA","OF"
"385","wahlk101","Wahl","Kermit","R","R","PHA","3B"
"386","wellb101","Wellman","Bob","R","R","PHA","OF"
"387","wyseh101","Wyse","Hank","R","R","PHA","P"
"388","ashbr101","Ashburn","Richie","L","R","PHI","OF"
"389","blatj101","Blatnik","Johnny","R","R","PHI","OF"
"390","blooj101","Bloodworth","Jimmy","R","R","PHI","2B"
"391","boroh101","Borowy","Hank","R","R","PHI","P"
"392","britj102","Brittin","Jack","R","R","PHI","P"
"393","cabap101","Caballero","Putsy","R","R","PHI","2B"
"394","candm101","Candini","Milo","R","R","PHI","P"
"395","churb101","Church","Bubba","R","R","PHI","P"
"396","donnb101","Donnelly","Blix","R","R","PHI","P"
"397","ennid101","Ennis","Del","R","R","PHI","OF"
"398","golim101","Goliat","Mike","R","R","PHI","2B"
"399","hamng102","Hamner","Granny","R","R","PHI","SS"
"400","heink101","Heintzelman","Ken","R","L","PHI","P"
"401","holls101","Hollmig","Stan","R","R","PHI","OF"
"402","johnk101","Johnson","Ken","L","L","PHI","P"
"403","jonew101","Jones","Willie","R","R","PHI","3B"
"404","konsj101","Konstanty","Jim","R","R","PHI","P"
"405","lopas101","Lopata","Stan","R","R","PHI","C"
"406","mayoj101","Mayo","Jackie","L","R","PHI","OF"
"407","meyer101","Meyer","Russ","B","R","PHI","P"
"408","millb103","Miller","Bob","R","R","PHI","P"
"409","nichb101","Nicholson","Bill","L","R","PHI","OF"
"410","ridzs101","Ridzik","Steve","R","R","PHI","P"
"411","rober102","Roberts","Robin","B","R","PHI","P"
"412","semia101","Seminick","Andy","R","R","PHI","C"
"413","silvk101","Silvestri","Ken","B","R","PHI","C"
"414","simmc101","Simmons","Curt","L","L","PHI","P"
"415","sisld101","Sisler","Dick","L","R","PHI","OF"
"416","stufp101","Stuffel","Paul","R","R","PHI","P"
"417","thomj101","Thompson","Jocko","L","L","PHI","P"
"418","waite101","Waitkus","Eddie","L","L","PHI","1B"
"419","whitd103","Whitman","Dick","L","R","PHI","OF"
"420","barrf104","Barrett","Frank","R","R","PIT","P"
"421","beart101","Beard","Ted","L","L","PIT","OF"
"422","bellg103","Bell","Gus","L","R","PIT","OF"
"423","beraj101","Berardino","Johnny","R","R","PIT","2B"
"424","boroh101","Borowy","Hank","R","R","PIT","P"
"425","castp102","Castiglione","Pete","R","R","PIT","3B"
"426","chamc102","Chambers","Cliff","L","L","PIT","P"
"427","chesb101","Chesnes","Bob","B","R","PIT","P"
"428","coogd102","Coogan","Dale","L","L","PIT","1B"
"429","dickm101","Dickson","Murry","R","R","PIT","P"
"430","dillb102","Dillinger","Bob","R","R","PIT","3B"
"431","fernn101","Fernandez","Nanny","R","R","PIT","3B"
"432","fitze101","Fitz Gerald","Ed","R","R","PIT","C"
"433","gregh102","Gregg","Hal","R","R","PIT","P"
"434","gumbh101","Gumbert","Harry","R","R","PIT","P"
"435","hoppj102","Hopp","Johnny","L","L","PIT","1B"
"436","kiner101","Kiner","Ralph","R","R","PIT","OF"
"437","law-v101","Law","Vern","R","R","PIT","P"
"438","lombv101","Lombardi","Vic","L","L","PIT","P"
"439","macdb101","Macdonald","Bill","R","R","PIT","P"
"440","mainw102","Main","Woody","R","R","PIT","P"
"441","mccaw102","McCall","Windy","L","L","PIT","P"
"442","mccuc101","McCullough","Clyde","R","R","PIT","C"
"443","muelr101","Mueller","Ray","R","R","PIT","C"
"444","murtd101","Murtaugh","Danny","R","R","PIT","2B"
"445","ocond101","O'Connell","Danny","R","R","PIT","SS"
"446","papif101","Papish","Frank","R","L","PIT","P"
"447","philj101","Phillips","Jack","R","R","PIT","1B"
"448","pierb102","Pierro","Bill","R","R","PIT","P"
"449","queem101","Queen","Mel","R","R","PIT","P"
"450","rickm101","Rickert","Marv","L","R","PIT","OF"
"451","rojes101","Rojek","Stan","R","R","PIT","SS"
"452","safft101","Saffell","Tom","L","R","PIT","OF"
"453","scheh103","Schenz","Hank","R","R","PIT","2B"
"454","steve101","Stevens","Ed","L","L","PIT","1B"
"455","strig102","Strickland","George","R","R","PIT","SS"
"456","turne101","Turner","Earl","R","R","PIT","C"
"457","walsj107","Walsh","Junior","R","R","PIT","P"
"458","werlb101","Werle","Bill","L","L","PIT","P"
"459","westw102","Westlake","Wally","R","R","PIT","OF"
"460","albre101","Albrecht","Ed","R","R","SLA","P"
"461","arfth101","Arft","Hank","L","L","SLA","1B"
"462","bauer101","Bauers","Russ","L","R","SLA","P"
"463","brunj101","Bruner","Jack","L","L","SLA","P"
"464","coler102","Coleman","Ray","L","R","SLA","OF"
"465","delsj101","Delsing","Jim","L","R","SLA","OF"
"466","demab101","DeMars","Billy","R","R","SLA","SS"
"467","dorif101","Dorish","Fritz","R","R","SLA","P"
"468","fannc101","Fannin","Cliff","L","R","SLA","P"
"469","ferrt101","Ferrick","Tom","R","R","SLA","P"
"470","finet101","Fine","Tommy","B","R","SLA","P"
"471","frieo101","Friend","Owen","R","R","SLA","2B"
"472","garvn102","Garver","Ned","R","R","SLA","P"
"473","gustf101","Gustine","Frankie","R","R","SLA","3B"
"474","johnd102","Johnson","Don","R","R","SLA","P"
"475","kennb103","Kennedy","Bill","L","L","SLA","P"
"476","kokod101","Kokos","Dick","L","L","SLA","OF"
"477","kretl101","Kretlow","Lou","R","R","SLA","P"
"478","lenhd101","Lenhardt","Don","R","R","SLA","1B"
"479","lolls101","Lollar","Sherm","R","R","SLA","C"
"480","marsc101","Marshall","Cuddles","R","R","SLA","P"
"481","mossl101","Moss","Les","R","R","SLA","C"
"482","ostrj101","Ostrowski","Joe","L","L","SLA","P"
"483","overs101","Overmire","Stubby","R","L","SLA","P"
"484","pilld101","Pillette","Duane","R","R","SLA","P"
"485","raner101","Raney","Ribs","R","R","SLA","P"
"486","schas101","Schacht","Sid","R","R","SLA","P"
